Bandit,Reward,Algorithm
3.0,3.45429378672993,ThompsonSampling
3.0,4.974749192388501,ThompsonSampling
3.0,4.232880997219419,ThompsonSampling
3.0,3.301717144859979,ThompsonSampling
3.0,3.672733145161852,ThompsonSampling
3.0,4.314925319016202,ThompsonSampling
3.0,4.254932910308177,ThompsonSampling
3.0,2.3825973390283726,ThompsonSampling
3.0,4.32502833175962,ThompsonSampling
3.0,2.967314352787276,ThompsonSampling
3.0,2.403870905108688,ThompsonSampling
3.0,5.048207799682598,ThompsonSampling
3.0,6.436165857502212,ThompsonSampling
3.0,2.6027076265008042,ThompsonSampling
3.0,5.195546031448562,ThompsonSampling
3.0,5.321185295779424,ThompsonSampling
3.0,3.159757441158016,ThompsonSampling
3.0,3.5833782311126683,ThompsonSampling
3.0,3.4227475473322775,ThompsonSampling
3.0,3.543267460628705,ThompsonSampling
3.0,4.881393593157655,ThompsonSampling
3.0,3.648317761162625,ThompsonSampling
3.0,4.8786539545649905,ThompsonSampling
3.0,5.361786113102785,ThompsonSampling
3.0,2.6480432558888274,ThompsonSampling
3.0,3.642938785437667,ThompsonSampling
3.0,5.631565582633865,ThompsonSampling
3.0,4.578561062349498,ThompsonSampling
3.0,2.866016874510972,ThompsonSampling
3.0,3.8214042003245066,ThompsonSampling
3.0,3.9883285649335014,ThompsonSampling
3.0,3.5144123303920893,ThompsonSampling
3.0,4.642684819932038,ThompsonSampling
3.0,3.7354709474172108,ThompsonSampling
3.0,5.444346759526031,ThompsonSampling
3.0,5.068820688835432,ThompsonSampling
3.0,4.83026807968385,ThompsonSampling
3.0,3.5027375009634483,ThompsonSampling
3.0,5.524112177705363,ThompsonSampling
3.0,4.9040818893018985,ThompsonSampling
3.0,5.0529735180302975,ThompsonSampling
3.0,2.338694146471889,ThompsonSampling
3.0,3.508040813313135,ThompsonSampling
3.0,2.6859502302392704,ThompsonSampling
3.0,4.169505560043033,ThompsonSampling
3.0,3.462318241286197,ThompsonSampling
3.0,4.216976812542012,ThompsonSampling
3.0,4.137782134228086,ThompsonSampling
3.0,2.490802752100868,ThompsonSampling
3.0,4.641567303279157,ThompsonSampling
3.0,3.6218563654700615,ThompsonSampling
3.0,5.36906605871522,ThompsonSampling
3.0,5.698847552952891,ThompsonSampling
3.0,4.70914466772288,ThompsonSampling
3.0,3.394401757434622,ThompsonSampling
3.0,3.75897015562544,ThompsonSampling
3.0,2.699110384117513,ThompsonSampling
3.0,6.412649294374889,ThompsonSampling
3.0,3.503895950145357,ThompsonSampling
3.0,4.1524823415440535,ThompsonSampling
3.0,2.4509777938036947,ThompsonSampling
3.0,3.5452067190851024,ThompsonSampling
3.0,5.185906645667417,ThompsonSampling
3.0,3.4337614232629527,ThompsonSampling
3.0,2.590796808463817,ThompsonSampling
3.0,2.6670609836231236,ThompsonSampling
3.0,5.269755329083856,ThompsonSampling
3.0,2.3673245808027437,ThompsonSampling
3.0,4.980620907059839,ThompsonSampling
3.0,5.303548156309292,ThompsonSampling
3.0,3.1475051051236522,ThompsonSampling
3.0,4.153657620849421,ThompsonSampling
3.0,4.563129685170235,ThompsonSampling
3.0,3.262436405659254,ThompsonSampling
3.0,3.826970309046982,ThompsonSampling
3.0,4.012259854423128,ThompsonSampling
3.0,5.235935337710459,ThompsonSampling
3.0,3.7878165114384053,ThompsonSampling
3.0,4.942958551706014,ThompsonSampling
3.0,4.21105949946738,ThompsonSampling
3.0,2.6699829385906897,ThompsonSampling
3.0,2.408453462190714,ThompsonSampling
3.0,2.9483822096359917,ThompsonSampling
3.0,4.285139461207178,ThompsonSampling
3.0,4.198272490231263,ThompsonSampling
3.0,4.772271704100994,ThompsonSampling
3.0,4.199800878433798,ThompsonSampling
3.0,5.2304120761339545,ThompsonSampling
3.0,2.5246501346813677,ThompsonSampling
3.0,3.205520399124557,ThompsonSampling
3.0,5.262650855309015,ThompsonSampling
3.0,5.204340122613237,ThompsonSampling
3.0,6.037742582175378,ThompsonSampling
3.0,2.872595421558448,ThompsonSampling
3.0,3.3268714486931183,ThompsonSampling
3.0,4.807941189466421,ThompsonSampling
3.0,4.339998191494365,ThompsonSampling
3.0,4.130179573700738,ThompsonSampling
3.0,5.3806383345126365,ThompsonSampling
3.0,3.9829986221206717,ThompsonSampling
3.0,4.298226913969455,ThompsonSampling
3.0,4.196931458749713,ThompsonSampling
3.0,4.820176471034303,ThompsonSampling
3.0,3.866132601335289,ThompsonSampling
3.0,4.254289070244554,ThompsonSampling
3.0,5.697936005570945,ThompsonSampling
3.0,2.509782122427474,ThompsonSampling
3.0,5.581106179558711,ThompsonSampling
3.0,3.709691410495251,ThompsonSampling
3.0,5.183531145284835,ThompsonSampling
3.0,4.244107255498013,ThompsonSampling
3.0,1.7886552275185603,ThompsonSampling
3.0,3.4441415012981578,ThompsonSampling
3.0,4.354470198820259,ThompsonSampling
3.0,3.9544614087509187,ThompsonSampling
3.0,4.0845593453313915,ThompsonSampling
3.0,5.450382663361535,ThompsonSampling
3.0,4.541938349952863,ThompsonSampling
3.0,2.9935176612368934,ThompsonSampling
3.0,2.993645286207564,ThompsonSampling
3.0,2.870031693263219,ThompsonSampling
3.0,3.9585111202097,ThompsonSampling
3.0,3.269211688562227,ThompsonSampling
3.0,4.650813119004486,ThompsonSampling
3.0,4.824016409483588,ThompsonSampling
3.0,3.4088940720650713,ThompsonSampling
3.0,3.449069696674669,ThompsonSampling
3.0,3.0880583754013613,ThompsonSampling
3.0,5.451183499921821,ThompsonSampling
3.0,4.585901471628603,ThompsonSampling
3.0,4.211363561722675,ThompsonSampling
3.0,4.815508515116474,ThompsonSampling
3.0,4.868776830257698,ThompsonSampling
3.0,4.092479134732855,ThompsonSampling
3.0,3.700747909278906,ThompsonSampling
3.0,2.6881211598887655,ThompsonSampling
3.0,4.343198576670795,ThompsonSampling
3.0,3.991301099615231,ThompsonSampling
3.0,4.343153942345081,ThompsonSampling
3.0,3.9738302056391257,ThompsonSampling
3.0,4.550568612620373,ThompsonSampling
3.0,3.516403777631696,ThompsonSampling
3.0,3.4466890791231624,ThompsonSampling
3.0,2.7619361730725562,ThompsonSampling
3.0,3.322977798742944,ThompsonSampling
3.0,4.827407376440758,ThompsonSampling
3.0,3.25941495854135,ThompsonSampling
3.0,4.582755527708554,ThompsonSampling
3.0,2.852103343713357,ThompsonSampling
3.0,4.4735079322404685,ThompsonSampling
3.0,5.87896064596567,ThompsonSampling
3.0,2.907094981718352,ThompsonSampling
3.0,4.931738553563927,ThompsonSampling
3.0,4.538075072663879,ThompsonSampling
3.0,3.1488307048039648,ThompsonSampling
3.0,3.144389863740195,ThompsonSampling
3.0,6.3661577245819085,ThompsonSampling
3.0,4.479181335129855,ThompsonSampling
3.0,5.616657019925509,ThompsonSampling
3.0,4.040556714741756,ThompsonSampling
3.0,3.98721801227533,ThompsonSampling
3.0,5.607772506590987,ThompsonSampling
3.0,3.9426360944017915,ThompsonSampling
3.0,3.8486333487053535,ThompsonSampling
3.0,4.0702419927332185,ThompsonSampling
3.0,4.831675762644325,ThompsonSampling
3.0,3.595813243130472,ThompsonSampling
3.0,5.920556667757853,ThompsonSampling
3.0,5.945815623538216,ThompsonSampling
3.0,4.757873512245358,ThompsonSampling
3.0,4.291288797764465,ThompsonSampling
3.0,3.8189490910194372,ThompsonSampling
3.0,3.8735848790073995,ThompsonSampling
3.0,3.126891880725704,ThompsonSampling
3.0,4.257490167410076,ThompsonSampling
3.0,4.926328176319043,ThompsonSampling
3.0,3.711322666186799,ThompsonSampling
3.0,4.327483675718755,ThompsonSampling
3.0,4.141391926567364,ThompsonSampling
3.0,6.547705109092689,ThompsonSampling
3.0,3.9662074660106277,ThompsonSampling
3.0,4.833349898286505,ThompsonSampling
3.0,4.580964967546421,ThompsonSampling
3.0,4.091966327820348,ThompsonSampling
3.0,3.8982970872964313,ThompsonSampling
3.0,3.293563695421357,ThompsonSampling
3.0,4.597880484199404,ThompsonSampling
3.0,4.7931694411386125,ThompsonSampling
3.0,3.027400481944887,ThompsonSampling
3.0,3.624263519770305,ThompsonSampling
3.0,4.9131995747217,ThompsonSampling
3.0,5.158384103728167,ThompsonSampling
3.0,3.4366430637177485,ThompsonSampling
3.0,4.220053577021501,ThompsonSampling
3.0,2.1018181563799416,ThompsonSampling
3.0,3.1919466625159285,ThompsonSampling
3.0,3.5975286962729345,ThompsonSampling
3.0,4.298537910797528,ThompsonSampling
3.0,3.1214485828405296,ThompsonSampling
3.0,5.006346399377501,ThompsonSampling
3.0,3.427306242840616,ThompsonSampling
3.0,4.171946690515497,ThompsonSampling
3.0,4.386664883622438,ThompsonSampling
3.0,5.406596670823699,ThompsonSampling
3.0,6.005299454921607,ThompsonSampling
3.0,2.4647982697154003,ThompsonSampling
3.0,2.0817444418497395,ThompsonSampling
3.0,2.361222191286598,ThompsonSampling
3.0,3.4393125143859935,ThompsonSampling
3.0,3.8416374251933894,ThompsonSampling
3.0,3.702345115389594,ThompsonSampling
3.0,3.751638563128537,ThompsonSampling
3.0,2.691030399225477,ThompsonSampling
3.0,3.090242309949919,ThompsonSampling
3.0,4.442503721022752,ThompsonSampling
3.0,3.984790224649965,ThompsonSampling
3.0,4.179218190265387,ThompsonSampling
3.0,5.527029109013473,ThompsonSampling
3.0,4.787259834437735,ThompsonSampling
3.0,4.097875624883664,ThompsonSampling
3.0,4.425308995981118,ThompsonSampling
3.0,3.444918192577862,ThompsonSampling
3.0,4.393966089553841,ThompsonSampling
3.0,3.4236072633541275,ThompsonSampling
3.0,4.4741554255102445,ThompsonSampling
3.0,3.2411460441589144,ThompsonSampling
3.0,3.602762368566262,ThompsonSampling
3.0,3.754998269030392,ThompsonSampling
3.0,4.710127593722973,ThompsonSampling
3.0,3.1194077074463653,ThompsonSampling
3.0,4.422443906691359,ThompsonSampling
3.0,4.964081671201515,ThompsonSampling
3.0,3.824752968970179,ThompsonSampling
3.0,5.824613007842312,ThompsonSampling
3.0,3.587055971116544,ThompsonSampling
3.0,3.7214045540156655,ThompsonSampling
3.0,2.4652423693896743,ThompsonSampling
3.0,6.871776233003951,ThompsonSampling
3.0,4.863143967813269,ThompsonSampling
3.0,4.204122021297462,ThompsonSampling
3.0,4.232339677446377,ThompsonSampling
3.0,3.8719028476904627,ThompsonSampling
3.0,4.916150410886459,ThompsonSampling
3.0,3.8287009355775057,ThompsonSampling
3.0,4.405072987024381,ThompsonSampling
3.0,4.114847212119732,ThompsonSampling
3.0,3.6429998317806227,ThompsonSampling
3.0,4.311124640675728,ThompsonSampling
3.0,4.315144360838602,ThompsonSampling
3.0,3.4196617298475935,ThompsonSampling
3.0,4.743934317844569,ThompsonSampling
3.0,5.550663529769623,ThompsonSampling
3.0,2.4664000028019517,ThompsonSampling
3.0,5.715730243664331,ThompsonSampling
3.0,3.0695329921717427,ThompsonSampling
3.0,4.3547448493637475,ThompsonSampling
3.0,2.4554443737203973,ThompsonSampling
3.0,3.5051450917866935,ThompsonSampling
3.0,1.7731777550803711,ThompsonSampling
3.0,4.400260656946428,ThompsonSampling
3.0,3.0397952772435177,ThompsonSampling
3.0,4.596076309930732,ThompsonSampling
3.0,4.803941071013723,ThompsonSampling
3.0,4.976443784967903,ThompsonSampling
3.0,3.5557558364805555,ThompsonSampling
3.0,4.129446254832124,ThompsonSampling
3.0,4.482645476902293,ThompsonSampling
3.0,4.835302524319755,ThompsonSampling
3.0,3.074690989146597,ThompsonSampling
3.0,3.325463442299291,ThompsonSampling
3.0,2.4986245021490068,ThompsonSampling
3.0,3.8448828086030327,ThompsonSampling
3.0,3.3987668949127814,ThompsonSampling
3.0,4.318916704127188,ThompsonSampling
3.0,4.836955156570352,ThompsonSampling
3.0,4.5438127054837185,ThompsonSampling
3.0,3.6813081691507934,ThompsonSampling
3.0,5.3332561994460566,ThompsonSampling
3.0,5.078625097858058,ThompsonSampling
3.0,4.1745121114085695,ThompsonSampling
3.0,5.15052226272102,ThompsonSampling
3.0,4.967264349363874,ThompsonSampling
3.0,5.006510449094069,ThompsonSampling
3.0,4.526710123418477,ThompsonSampling
3.0,3.1799669017537826,ThompsonSampling
3.0,2.5667941752495906,ThompsonSampling
3.0,3.2186208557838585,ThompsonSampling
3.0,4.123054458635272,ThompsonSampling
3.0,4.2268144067072475,ThompsonSampling
3.0,2.5694812600513073,ThompsonSampling
3.0,3.848092980302899,ThompsonSampling
3.0,4.228842631772693,ThompsonSampling
3.0,5.2121379673075685,ThompsonSampling
3.0,5.377049813891363,ThompsonSampling
3.0,3.8955672678033793,ThompsonSampling
3.0,4.2966081328699905,ThompsonSampling
3.0,3.003638348490214,ThompsonSampling
3.0,5.737594224160664,ThompsonSampling
3.0,4.8086235687104235,ThompsonSampling
3.0,4.168018717713,ThompsonSampling
3.0,4.798846158840238,ThompsonSampling
3.0,2.874156582569965,ThompsonSampling
3.0,4.687274277543249,ThompsonSampling
3.0,3.030917043413911,ThompsonSampling
3.0,3.499180603248482,ThompsonSampling
3.0,3.279783213522723,ThompsonSampling
3.0,2.6321354788497406,ThompsonSampling
3.0,4.619550675152316,ThompsonSampling
3.0,3.8159249672111555,ThompsonSampling
3.0,4.1023264486330975,ThompsonSampling
3.0,4.095911083010992,ThompsonSampling
3.0,3.4804998554656823,ThompsonSampling
3.0,4.568102807279028,ThompsonSampling
3.0,3.392097550203853,ThompsonSampling
3.0,3.5773032825613345,ThompsonSampling
3.0,4.314440668077358,ThompsonSampling
3.0,4.180683322864686,ThompsonSampling
3.0,2.7112834078559596,ThompsonSampling
3.0,2.226698871582233,ThompsonSampling
3.0,3.594270952944742,ThompsonSampling
3.0,2.283588824936917,ThompsonSampling
3.0,4.385607199612869,ThompsonSampling
3.0,4.258542952225886,ThompsonSampling
3.0,5.770592891049157,ThompsonSampling
3.0,4.286181968237446,ThompsonSampling
3.0,2.1126392492611425,ThompsonSampling
3.0,3.682150581260786,ThompsonSampling
3.0,3.674675893979066,ThompsonSampling
3.0,2.9625879730561135,ThompsonSampling
3.0,3.3495321047692723,ThompsonSampling
3.0,3.35087211905127,ThompsonSampling
3.0,3.077920904651017,ThompsonSampling
3.0,2.856745980079828,ThompsonSampling
3.0,4.390401195191405,ThompsonSampling
3.0,6.149696261885344,ThompsonSampling
3.0,4.580035279041205,ThompsonSampling
3.0,3.38767042138289,ThompsonSampling
3.0,3.524948649258525,ThompsonSampling
3.0,0.9151927295465803,ThompsonSampling
3.0,3.941999201414353,ThompsonSampling
3.0,3.7797468900080013,ThompsonSampling
3.0,3.2404295738427598,ThompsonSampling
3.0,4.081989478858464,ThompsonSampling
3.0,4.765454106790141,ThompsonSampling
3.0,4.237494984061669,ThompsonSampling
3.0,3.2511543616070693,ThompsonSampling
3.0,4.265845431139829,ThompsonSampling
3.0,4.472547344455801,ThompsonSampling
3.0,3.069827656091447,ThompsonSampling
3.0,2.1322901485380132,ThompsonSampling
3.0,4.312077578007519,ThompsonSampling
3.0,3.5406155290325567,ThompsonSampling
3.0,3.8308836001770175,ThompsonSampling
3.0,3.4731316229766636,ThompsonSampling
3.0,3.6775289138800065,ThompsonSampling
3.0,1.6397064050367551,ThompsonSampling
3.0,3.0686991059946647,ThompsonSampling
3.0,2.400305315626591,ThompsonSampling
3.0,4.569692943815158,ThompsonSampling
3.0,3.7200637661197007,ThompsonSampling
3.0,3.354674963649427,ThompsonSampling
3.0,4.245385205767417,ThompsonSampling
3.0,3.9368177289909827,ThompsonSampling
3.0,3.986160531575086,ThompsonSampling
3.0,5.283726827063422,ThompsonSampling
3.0,1.5176791633619642,ThompsonSampling
3.0,3.469254797347806,ThompsonSampling
3.0,5.935427326049176,ThompsonSampling
3.0,3.727552108236167,ThompsonSampling
3.0,5.169421824408305,ThompsonSampling
3.0,4.897896292907468,ThompsonSampling
3.0,1.8726539065023218,ThompsonSampling
3.0,3.883333301719129,ThompsonSampling
3.0,3.1510876909908965,ThompsonSampling
3.0,2.349508082151047,ThompsonSampling
3.0,4.380221020512909,ThompsonSampling
3.0,3.8809010181303436,ThompsonSampling
3.0,4.322161481927191,ThompsonSampling
3.0,4.198365815912418,ThompsonSampling
3.0,4.884942317157879,ThompsonSampling
3.0,3.490119811106343,ThompsonSampling
3.0,4.444028723827992,ThompsonSampling
3.0,2.8445763279599805,ThompsonSampling
3.0,3.1834709440246796,ThompsonSampling
3.0,4.553412778395555,ThompsonSampling
3.0,4.084944719671489,ThompsonSampling
3.0,3.167155690492143,ThompsonSampling
3.0,2.7158086253650455,ThompsonSampling
3.0,4.1778284394372776,ThompsonSampling
3.0,4.198277128177853,ThompsonSampling
3.0,4.478742264816941,ThompsonSampling
3.0,4.735020180124956,ThompsonSampling
3.0,3.5656306179959096,ThompsonSampling
3.0,4.362175419337965,ThompsonSampling
3.0,4.599060144071288,ThompsonSampling
3.0,3.922239072344739,ThompsonSampling
3.0,3.0384103659935158,ThompsonSampling
3.0,4.767443889577049,ThompsonSampling
3.0,2.6666073631807796,ThompsonSampling
3.0,4.081729327852896,ThompsonSampling
3.0,3.8904684928880386,ThompsonSampling
3.0,3.233868749710786,ThompsonSampling
3.0,2.9136590531266187,ThompsonSampling
3.0,2.3854743470805175,ThompsonSampling
3.0,2.8862623912579437,ThompsonSampling
3.0,5.170515825764188,ThompsonSampling
3.0,4.4045800627255645,ThompsonSampling
3.0,2.7127028460393596,ThompsonSampling
3.0,4.258956686172125,ThompsonSampling
3.0,4.782040409255648,ThompsonSampling
3.0,3.1046617627555833,ThompsonSampling
3.0,4.078571995825673,ThompsonSampling
3.0,4.678097774179994,ThompsonSampling
3.0,2.7135548243706387,ThompsonSampling
3.0,3.673240208719237,ThompsonSampling
3.0,5.425391537529127,ThompsonSampling
3.0,4.058657798652486,ThompsonSampling
3.0,6.29997413636675,ThompsonSampling
3.0,3.5154865855558786,ThompsonSampling
3.0,3.9723129024987256,ThompsonSampling
3.0,3.5804998069050145,ThompsonSampling
3.0,4.458436748153066,ThompsonSampling
3.0,5.005616152044381,ThompsonSampling
3.0,3.9014763919626705,ThompsonSampling
3.0,3.649377935246154,ThompsonSampling
3.0,4.4618004181990205,ThompsonSampling
3.0,4.501139126595202,ThompsonSampling
3.0,5.393026319746374,ThompsonSampling
3.0,4.757697470911316,ThompsonSampling
3.0,4.004742509664738,ThompsonSampling
3.0,3.255268010816605,ThompsonSampling
3.0,2.7626297608972283,ThompsonSampling
3.0,3.0484145939894907,ThompsonSampling
3.0,4.0838238826377085,ThompsonSampling
3.0,4.892145826650615,ThompsonSampling
3.0,3.8105812749018426,ThompsonSampling
3.0,2.2627591560178995,ThompsonSampling
3.0,5.018717431161033,ThompsonSampling
3.0,4.04103610138397,ThompsonSampling
3.0,5.572578899151144,ThompsonSampling
3.0,3.0463019876274458,ThompsonSampling
3.0,2.9110538482834913,ThompsonSampling
3.0,4.484997426042703,ThompsonSampling
3.0,3.8812518731577774,ThompsonSampling
3.0,3.719239401610201,ThompsonSampling
3.0,3.9901655142964416,ThompsonSampling
3.0,3.3745464599004134,ThompsonSampling
3.0,4.9711324012544935,ThompsonSampling
3.0,3.4577489824429315,ThompsonSampling
3.0,4.802707853158699,ThompsonSampling
3.0,4.171963052408968,ThompsonSampling
3.0,4.384014720256275,ThompsonSampling
3.0,4.659831911011697,ThompsonSampling
3.0,3.6177728538539355,ThompsonSampling
3.0,5.6058225908993276,ThompsonSampling
3.0,4.560044699436723,ThompsonSampling
3.0,4.604765944513861,ThompsonSampling
3.0,3.462684813470215,ThompsonSampling
3.0,4.258094229760442,ThompsonSampling
3.0,4.749400075165009,ThompsonSampling
3.0,3.0252794317569713,ThompsonSampling
3.0,5.507404919778092,ThompsonSampling
3.0,4.954320673921528,ThompsonSampling
3.0,4.265219601086858,ThompsonSampling
3.0,3.1408375032316433,ThompsonSampling
3.0,4.32620912242939,ThompsonSampling
3.0,3.86978651114659,ThompsonSampling
3.0,2.236577235983553,ThompsonSampling
3.0,2.8960852164348476,ThompsonSampling
3.0,4.971485700307431,ThompsonSampling
3.0,5.126064997102114,ThompsonSampling
